Comparation set,Ranking Popularity,City,Identity,Category,Primary tags,Name provider,Id,URL,Secondary tags,Cancellation,Availability,Language
25,25,1,pompeii; amalficoast; positano; fromrome,11,skip; ticket; tour; ,Headout,3219,https://www.headout.com/tour/3219/italy/rome/pompeii-full-day-tour-with-amalfi-coast-drive,instant; mobile ,,,
25,25,1,pompeii; amalficoast; positano; fromrome,11,skip; ticket; tour; ,Getyourguide,62344,https://www.getyourguide.com/rome-l33/amalfi-coast-and-pompeii-tour-from-rome-t62344/,instant; mobile ,,,
25,25,1,pompeii; amalficoast; positano; fromrome,11,skip; ticket; tour; ,Getyourguide,53764,https://www.getyourguide.com/rome-l33/pompeii-and-amalfi-coast-small-group-day-trip-from-rome-t53764/,instant; mobile ,,,
25,25,1,pompeii; amalficoast; positano; fromrome,11,skip; ticket; tour; ,Getyourguide,31941,https://www.getyourguide.com/rome-l33/pompeii-and-amalfi-coast-tour-from-rome-t31941/,instant; mobile ,,,
25,25,1,pompeii; amalficoast; positano; fromrome,11,skip; ticket; tour; ,Getyourguide,35205,https://www.getyourguide.com/rome-l33/amalfi-coast-pompeii-day-tour-from-rome-t35205/,instant; mobile ,,,
25,25,1,pompeii; amalficoast; positano; fromrome,11,skip; ticket; tour; ,CityDiscovery,14513,http://www.city-discovery.com/trackingAffiliate.php?tour=14513&affiliateID=4880LOCAL,instant; mobile ,,,
26,26,1,Tuscany; fromrome,11,lunch; tour,Viator,3731TUSCANY,https://www.viator.com/tours/Rome/Tuscany-in-One-Day-Sightseeing-Tour-from-Rome/d511-3731TUSCANY,instant; mobile ,,,
26,26,1,Tuscany; fromrome,11,lunch; tour,CityDiscovery,8527,http://www.city-discovery.com/trackingAffiliate.php?tour=8527&affiliateID=4880LOCAL,instant; mobile ,,,
27,27,1,pompeii; amalficoast; amalfi;  fromrome,11,skip; ticket; tour;,Viator,2635POM,https://www.viator.com/tours/Rome/Pompeii-and-Amalfi-Coast-Small-Group-Day-Trip-from-Rome/d511-2635POM,instant; mobile ,,,
27,27,1,pompeii; amalficoast; amalfi;  fromrome,11,skip; ticket; tour; fromrome,CityDiscovery,3346,http://www.city-discovery.com/trackingAffiliate.php?tour=3346&affiliateID=4880LOCAL,instant; mobile ,,,
28,28,1,omniacard,8,pass,Musement,10212b92-2046-11e7-9cc9-06a7e332783f,https://www.musement.com/us/rome/the-official-rome-and-vatican-museums-omnia-pass-with-hop-on-hop-off-transport-1916/,instant; print,,,
28,28,1,omniacard,8,pass,Viator,6040ROMCARD,https://www.viator.com/tours/Rome/Rome-Card-and-Omnia-Vatican-Card-Valid-for-3-Days/d511-6040ROMCARD,instant; print,,,
28,28,1,omniacard,8,pass,Ceetiz,,https://partners.ceetiz.com/lien/759/443/go,instant; print,,,
28,28,1,omniacard,8,pass,Getyourguide,28847,https://www.getyourguide.com/rome-l33/omnia-vatican-and-rome-pass-t28847/,instant; print,,,
29,29,1,romepass,8,pass,Tiqets,974091,https://www.tiqets.com/en/rome-c71631/roma-pass-p974091?op=1,instant; mobile ,,,
30,30,1,Florence; AccademiaMuseum; fromrome;,11, tour; ticket; lunch,Viator,2390GRET17,https://www.viator.com/tours/Rome/Florence-Day-Trip-from-Rome/d511-2390GRET17,instant; mobile ,,,
31,31,1,assisi; orvieto; fromrome;,11,tour;  lunch,Viator,2390GRET13,https://www.viator.com/tours/Rome/Assisi-and-Orvieto-Day-Trip-from-Rome/d511-2390GRET13/important-info,instant; mobile ,,,
32,32,1,capri; fromrome;,11,tour;  lunch,Viator,2390GRET14,https://www.viator.com/tours/Rome/Capri-Day-Trip-from-Rome/d511-2390GRET14/important-info,instant; mobile ,,,
32,32,1,capri; fromrome;,11,tour;  lunch,Getyourguide,9251,https://www.getyourguide.com/rome-l33/capri-one-day-trip-from-rome-t9251/,instant; mobile ,,,
32,32,1,capri; fromrome;,11,tour;  lunch,CityDiscovery,282,http://www.city-discovery.com/trackingAffiliate.php?tour=282&affiliateID=4880LOCAL,instant; mobile ,,,
33,23,1,foodtour; campodefiori; trastevere; jewishghetto;,12,typicalfood; wine; localguide,Viator,5614ROMEFOOD,https://www.viator.com/tours/Rome/Small-Group-Rome-Food-Walking-Tour-Trastevere-Campo-de-Fiori-and-Jewish-Ghetto/d511-5614ROMEFOOD,instant; mobile ,,,
33,23,1,foodtour; campodefiori; trastevere; jewishghetto;,12,typicalfood; wine; localguide,Musement,11f39db9-2046-11e7-9cc9-06a7e332783f,https://www.musement.com/us/rome/campo-de-fiori-jewish-ghetto-travestere-food-tour-of-rome-4019/,instant; mobile ,,,
33,23,1,foodtour; campodefiori; trastevere; jewishghetto;,12,typicalfood; wine; localguide,Getyourguide,32773,https://www.getyourguide.com/rome-l33/food-rome-tour-campo-de-fiorijewish-ghettotrastevere-t32773/,instant; mobile ,,,
33,23,1,foodtour; campodefiori; trastevere; jewishghetto;,12,typicalfood; wine; localguide,Headout,3717,https://www.headout.com/tour/3717/italy/rome/small-group-rome-food-walking-tour-and-jewish-ghetto,instant; mobile ,,,
33,23,1,foodtour; campodefiori; trastevere; jewishghetto;,12,typicalfood; wine; localguide,CityDiscovery,15629,http://www.city-discovery.com/trackingAffiliate.php?tour=15629&affiliateID=4880LOCAL,instant; mobile ,,,
34,34,1,foodtour; testaccio;,12,typicalfood; localguide;  wine;,Viator,5553ROMEFOOD,https://www.viator.com/tours/Rome/Rome-Food-Walking-Tour/d511-5553ROMEFOOD,instant; mobile ,,,
34,34,1,foodtour; testaccio;,12,typicalfood; localguide;  wine;,Viator,9870P2,https://www.viator.com/tours/Rome/Small-group-Rome-food-walking-tour/d511-9870P2/important-info,instant; mobile ,,,
34,34,1,foodtour; testaccio;,12,typicalfood; localguide;  wine;,Getyourguide,58203,https://www.getyourguide.com/rome-l33/3-hour-testaccio-food-tour-t58203/,instant; mobile ,,,
35,35,1,foodtour,12,typicalfood; localguide,Viator,24380P67,https://www.viator.com/tours/Rome/Private-Roman-Food-Tour-The-10-Tastings/d511-24380P67,instant; mobile ,,,
36,36,1,foodtour; winetasting; pratidistrict; ,12,typicalfood; localguide; wine,Viator,12438P2,https://www.viator.com/tours/Rome/Pratti-by-sunset/d511-12438P2/important-info,instant; mobile ,,,
36,36,1,foodtour; winetasting; pratidistrict; ,12,typicalfood; localguide; wine,Headout,3583,https://www.headout.com/tour/3583/italy/rome/food-tour-in-prati-by-sunset,instant; mobile ,,,
37,37,1,foodtour; winetasting; cheese;,12,typicalfood; wine,Viator,3092ROMEWINE,https://www.viator.com/tours/Rome/Italian-Wine-and-Cheese-Tasting-in-Rome/d511-3092ROMEWINE,instant; mobile ,,,
37,37,1,foodtour; winetasting; cheese;,12,typicalfood; wine,Ceetiz,,https://partners.ceetiz.com/lien/1702/443/go,instant; mobile ,,,
37,37,1,foodtour; winetasting; cheese;,12,typicalfood; wine,CityDiscovery,4403,http://www.city-discovery.com/trackingAffiliate.php?tour=4403&affiliateID=4880LOCAL,instant; mobile ,,,
38,38,1,cookingclass; pasta;,12,typicalfood; wine,Viator,15693P23,https://www.viator.com/tours/Rome/Small-Group-Pasta-Making-Class-with-a-Local-Chef-in-Rome/d511-15693P23/important-info,instant; mobile ,,,
38,38,1,cookingclass; pasta;,12,typicalfood; wine,Musement,11ff8a5f-2046-11e7-9cc9-06a7e332783f,https://www.musement.com/us/rome/pasta-making-class-cook-dine-drink-wine-with-a-local-chef-4211/,instant; mobile ,,,
38,38,1,cookingclass; pasta;,12,typicalfood; wine,Getyourguide,53725,https://www.getyourguide.com/rome-l33/pasta-making-class-cook-and-dine-with-a-local-chef-t53725/,instant; mobile ,,,
38,38,1,cookingclass; pasta;,12,typicalfood; wine,Getyourguide,88640,https://www.getyourguide.com/rome-l33/rome-3-hour-homemade-pasta-traditional-cooking-class-t88640/,instant; mobile ,,,
39,39,1,winetasting; vineyard; castelliromani,12,wine,Getyourguide,10457,https://www.getyourguide.com/rome-l33/frascati-half-day-wine-tasting-tour-from-rome-t10457/,instant; mobile ,,,
39,39,1,winetasting; vineyard; castelliromani,12,wine,Viator,2390GRET6,https://www.viator.com/tours/Rome/Castelli-Romani-Half-Day-Tour-from-Rome-Frascati-and-Castel-Gandolfo/d511-2390GRET6,instant; mobile ,,,
39,39,1,winetasting; vineyard; castelliromani,12,wine,Ceetiz,,https://partners.ceetiz.com/lien/1739/443/go,instant; mobile ,,,
39,39,1,winetasting; vineyard; castelliromani,12,wine,CityDiscovery,7044,http://www.city-discovery.com/trackingAffiliate.php?tour=7044&affiliateID=4880LOCAL,instant; mobile ,,,
40,40,1,foodtour; campodefiori; trastevere;,12,wine; typicalfood;,Viator,3058P20,https://www.viator.com/tours/Rome/Half-Day-Food-and-Wine-Tasting-Tour-in-Rome/d511-3058P20/important-info,instant; mobile; smallgroup,,,
40,40,1,foodtour; campodefiori; trastevere;,12,wine; typicalfood;,Getyourguide,87875,https://www.getyourguide.com/rome-l33/rome-half-day-food-wine-tasting-tour-t87875/,instant; mobile; smallgroup,,,
40,40,1,foodtour; campodefiori; trastevere;,12,wine; typicalfood;,Musement,,https://www.musement.com/us/rome/4-hour-food-and-wine-walking-tour-around-rome-11238/,instant; mobile; smallgroup,,,
41,41,1,foodtour; campodefiori; trastevere;,12, typicalfood,Getyourguide,74483,https://www.getyourguide.com/rome-l33/rome-small-group-street-food-tour-with-local-guide-t74483/,instant; mobile ,,,
41,41,1,foodtour; campodefiori; trastevere;,12, typicalfood,Viator,20455P43,https://www.viator.com/tours/Rome/Rome-Street-Food-Tour-with-local-guide/d511-20455P43,instant; mobile ,,,
42,42,1,cookingclass,12,gelato,Musement,165ee9a4-2046-11e7-9cc9-06a7e332783f,https://www.musement.com/us/rome/gelato-making-class-in-rome-9920/,print,,,
43,43,1,foodtour,12,typicalfood; localguide; night,Getyourguide,54489,https://www.getyourguide.com/rome-l33/rome-food-tour-by-night-t54489/,instant; mobile ,,,
43,43,1,foodtour,12,typicalfood; localguide; night,Viator,24338P3,https://www.viator.com/tours/Rome/Trastevere-Evening-Food-Tour-in-Rome/d511-24338P3,instant; mobile ,,,
44,44,1,walkingtour; mystery,15,night; tour; ,Viator,3731GHOST,https://www.viator.com/tours/Rome/Ghost-and-Mystery-Walking-Tour-of-Rome/d511-3731GHOST,instant; mobile ,,,
44,44,1,walkingtour; mystery,15,night; tour; ,Getyourguide,6129,https://www.getyourguide.com/rome-l33/dark-heart-of-rome-facts-legend-mystery-walking-tour-t6129/,instant; mobile ,,,
44,44,1,walkingtour; mystery,15,night; tour; ,CityDiscovery,3653,http://www.city-discovery.com/trackingAffiliate.php?tour=3653&affiliateID=4880LOCAL,instant; mobile ,,,
45,45,1,Biketour; topsights,15,tour; ,Getyourguide,18265,https://www.getyourguide.com/rome-l33/rome-bike-tour-monuments-and-hidden-gems-t18265/,instant; mobile ,,,
45,45,1,Biketour; topsights,15,tour; ,Getyourguide,51113,https://www.getyourguide.com/rome-l33/discover-rome-3-hour-bike-tour-t51113/,instant; mobile ,,,
45,45,1,Biketour; topsights,15,tour; ,Viator,5284ROME1,https://www.viator.com/tours/Rome/Rome-City-Bike-Tour/d511-5284ROME1,instant; mobile ,,,
45,45,1,Biketour; topsights,15,tour; ,Headout,3138,https://www.headout.com/tour/3138/italy/rome/rome-guided-bike-tour,instant; mobile ,,,
46,46,1,Catacombs; Appianway; walkingtour,15; 14; 2,ticket; tour; ,Getyourguide,6587,https://www.getyourguide.com/rome-l33/catacombs-and-the-appian-way-day-trip-from-rome-t6587/,instant; mobile ,,,
46,46,1,Catacombs; Appianway; walkingtour, 15; 14; 2,ticket; tour; ,Viator,3058CATACOMBS,https://www.viator.com/tours/Rome/Catacombs-and-Roman-Countryside-Half-Day-Walking-Tour/d511-3058CATACOMBS,instant; mobile ,,,
47,33,1,Tivoli; villadeste; hadriansvilla,11; 14,ticket; tour; ,Getyourguide,7975,https://www.getyourguide.com/rome-l33/villa-d-este-adrian-s-villa-tivoli-day-trip-from-rome-t7975/,instant; mobile ,,,
47,33,1,Tivoli; villadeste; hadriansvilla,11; 14,ticket; tour; ,Headout,6756,https://www.headout.com/tour/6756/italy/rome/skip-the-line-guided-tour-of-hadrian-s-villa-villa-d-este,instant; mobile ,,,
47,33,1,Tivoli; villadeste; hadriansvilla,11; 14,ticket; tour; ,Headout,3213,https://www.headout.com/tour/3213/italy/rome/tivoli-villa-adriana-villa-d-este-tour,instant; mobile ,,,
47,33,1,Tivoli; villadeste; hadriansvilla,11; 14,ticket; tour; ,Getyourguide,5887,https://www.getyourguide.com/rome-l33/hadrian-s-villa-villa-d-este-from-half-day-trip-from-rome-t5887/,instant; mobile ,,,
47,33,1,Tivoli; villadeste; hadriansvilla,11; 14,ticket; tour; ,Viator,3058TIVOLI,https://www.viator.com/tours/Rome/Tivoli-Day-Trip-from-Rome-Villa-dEste-and-Hadrians-Villa/d511-3058TIVOLI,instant; mobile ,,,
47,33,1,Tivoli; villadeste; hadriansvilla,11; 14,ticket; tour; ,Getyourguide,61064,https://www.getyourguide.com/rome-l33/tivoli-day-trip-with-hadrian-s-villa-and-villa-d-este-t61064/,instant; mobile ,,,
47,33,1,Tivoli; villadeste; hadriansvilla,11; 14,ticket; tour; ,Viator,5034P54,https://www.viator.com/tours/Rome/UNESCO-Heritage-Site-Villa-dEste-and-Hadrians-Villa-in-Tivoli/d511-5034P54,instant; mobile ,,,
47,33,1,Tivoli; villadeste; hadriansvilla,11; 14,ticket; tour; ,Viator,21340P15,https://www.viator.com/tours/Rome/Private-Tour-from-Rome-TIVOLI-and-VILLA-DESTE-Half-Day/d511-21340P15,instant; mobile ,,,
47,33,1,Tivoli; villadeste; hadriansvilla,11; 14,ticket; tour; ,Viator,12855P28,https://www.viator.com/tours/Rome/Small-Group-Tour-of-Hadrians-Villa-and-Villa-DEste-from-Rome/d511-12855P28,instant; mobile ,,,
47,33,1,Tivoli; villadeste; hadriansvilla,11; 14,ticket; tour; ,Viator,2390GRET7,https://www.viator.com/tours/Rome/Hadrians-Villa-and-Villa-dEste-Half-Day-Trip-from-Rome/d511-2390GRET7,instant; mobile ,,,
47,33,1,Tivoli; villadeste; hadriansvilla,11; 14,ticket; tour; ,CityDiscovery,272,http://www.city-discovery.com/trackingAffiliate.php?tour=272&affiliateID=4880LOCAL,instant; mobile ,,,
48,48,1,Pompeii; fromrome,11,noticket;,Getyourguide,9127,https://www.getyourguide.com/rome-l33/roundtrip-shuttle-service-to-pompeii-from-rome-t9127/,instant; mobile ,,,
49,49,1,Catacombs; Appianway; Biketour,14; 2; 15,ticket; tour; electricbike; family,Viator,5284APPIAN,https://www.viator.com/tours/Rome/Ancient-Appian-Way-Catacombs-and-Roman-Countryside-Bike-Tour/d511-5284APPIAN,instant; mobile ,,,
49,49,1,Catacombs; Appianway; Biketour,14; 2; 15,ticket; tour; electricbike; family,Getyourguide,19378,https://www.getyourguide.com/rome-l33/rome-full-day-bike-tour-appian-way-aqueducts-catacombs-t19378/,instant; mobile ,,,
49,49,1,Catacombs; Appianway; Biketour,14; 2; 15,ticket; tour; electricbike; family,Headout,3171,https://www.headout.com/tour/3171/italy/rome/the-ancient-appian-way-catacombs-aqueducts-park-bike-tour,print,,,
50,50,1,Biketour; Topsights;,15; 14; 2, electricbike,Viator,5284ROME2,https://www.viator.com/tours/Rome/Panoramic-Bike-Tour-of-Rome/d511-5284ROME2,instant; mobile ,,,
51,51,1,Biketour; foodtour; Topsights;,15; 14; 2,typicalfood,Headout,3139,https://www.headout.com/tour/3139/italy/rome/rome-guided-bike-tour-with-food-tasting,instant; mobile ,,,
51,51,1,Biketour; foodtour; Topsights;,15; 14; 2,typicalfood,Viator,3092ROMEBIKE,https://www.viator.com/tours/Rome/Rome-Bike-and-Food-Tour/d511-3092ROMEBIKE,instant; mobile ,,,
51,51,1,Biketour; foodtour; Topsights;,15; 14; 2,typicalfood,CityDiscovery,15343,http://www.city-discovery.com/trackingAffiliate.php?tour=15343&affiliateID=4880LOCAL,instant; mobile ,,,
52,52,1,Colosseum,14,ticket; skip; tour; kids; family,Musement,10202ff3-2046-11e7-9cc9-06a7e332783f,https://www.musement.com/us/rome/rome-for-kids-colosseum-skip-the-line-tour-1856/,instant; mobile ,,,
52,52,1,Colosseum,14,ticket; skip; tour; kids; family,Getyourguide,64318,https://www.getyourguide.com/rome-l33/rome-family-tour-of-colosseum-forum-and-palatine-hill-t64318/,instant; mobile ,,,
52,52,1,Colosseum,14,ticket; skip; tour; kids; family,Getyourguide,52566,https://www.getyourguide.com/rome-l33/rome-colosseum-show-half-day-interactive-family-tour-t52566/,instant; mobile ,,,
52,52,1,Colosseum,14,ticket; skip; tour; kids; family,Getyourguide,64181,https://www.getyourguide.com/rome-l33/rome-family-tour-of-the-colosseum-and-the-roman-forum-t64181/,instant; mobile ,,,
52,52,1,Colosseum,14,ticket; skip; tour; kids; family,Viator,20455P16,https://www.viator.com/tours/Rome/COLOSSEUM-AND-ROMAN-FORUM-TOUR-FOR-KIDS-AND-FAMILIES/d511-20455P16,instant; mobile ,,,
52,52,1,Colosseum,14,ticket; skip; tour; kids; family,Viator,3731COLOSSEUMKIDS,https://www.viator.com/tours/Rome/Skip-the-Line-Family-Friendly-Colosseum-and-Ancient-Rome-Tour/d511-3731COLOSSEUMKIDS,instant; mobile ,,,
52,52,1,Colosseum,14,ticket; skip; tour; kids; family,CityDiscovery,13211,http://www.city-discovery.com/trackingAffiliate.php?tour=13211&affiliateID=4880LOCAL,instant; mobile ,,,
53,47,1,Catacombs; Appianway; Biketour,5; 14; 2; 15,noticket;,Musement,11edadd1-2046-11e7-9cc9-06a7e332783f,https://www.musement.com/us/rome/rome-6-hour-bike-tour-to-the-appian-way-and-aqueducts-park-3866/,instant; mobile ,,,
53,47,1,Catacombs; Appianway; Biketour,5; 14; 2; 16,noticket;,Viator,8325P4,https://www.viator.com/tours/Rome/6-hour-Bike-Tour-Appian-Way-and-Aqueducts-Park/d511-8325P4/important-info,instant; mobile ,,,
